"game_id","season","team_id","group_quantity","group_id","group_name","opponent_team_id","is_home","game_date","min","plus_minus","pts","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","reb","ast","tov","stl","blk","pf","last_updated_at"
"0022500293","2025-26",1610612750,5,"-201144-203944-1628978-1629675-1630162-","Conley; Randle; DiVincenzo; Reid; Edwards",1610612738,True,"2025-11-29","2.055",-3,5,1,4,"0.25",1,4,"0.25",2,2,"1.0",1,1,0,0,0,1,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-201144-1629675-1630162-1630545-1641740-","Conley; Reid; Edwards; Shannon Jr.; Clark",1610612738,True,"2025-11-29","1.4",2,5,1,2,"0.5",1,1,"1.0",2,2,"1.0",1,1,0,0,0,0,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-203944-1628978-1629675-1630162-1630545-","Randle; DiVincenzo; Reid; Edwards; Shannon Jr.",1610612738,True,"2025-11-29","1.316667",3,5,2,2,"1.0",1,1,"1.0",0,0,"0.0",0,2,0,2,0,1,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-201144-203497-1629675-1630162-1630183-","Conley; Gobert; Reid; Edwards; McDaniels",1610612738,True,"2025-11-29","1.3",2,5,2,3,"0.667",1,1,"1.0",0,0,"0.0",2,1,0,1,0,0,"2026-02-18 09:31:55.675722-06"
"0022500143","2025-26",1610612750,5,"-201144-203497-203944-1628978-1630183-","Conley; Gobert; Randle; DiVincenzo; McDaniels",1610612766,False,"2025-11-01","12.05",10,35,15,27,"0.556",4,12,"0.333",1,2,"0.5",15,9,1,2,1,4,"2026-02-18 09:30:36.316509-06"
"0022500143","2025-26",1610612750,5,"-203497-203944-1628978-1630183-1642265-","Gobert; Randle; DiVincenzo; McDaniels; Dillingham",1610612766,False,"2025-11-01","4.85",10,17,6,9,"0.667",5,5,"1.0",0,0,"0.0",5,5,2,2,0,2,"2026-02-18 09:30:36.316509-06"
"0022500143","2025-26",1610612750,5,"-201144-203497-1629675-1630538-1641740-","Conley; Gobert; Reid; Hyland; Clark",1610612766,False,"2025-11-01","4.6",5,13,5,8,"0.625",3,5,"0.6",0,0,"0.0",3,3,0,0,0,0,"2026-02-18 09:30:36.316509-06"
"0022500143","2025-26",1610612750,5,"-201144-203944-1629675-1630183-1641740-","Conley; Randle; Reid; McDaniels; Clark",1610612766,False,"2025-11-01","3.533333",0,8,4,8,"0.5",0,2,"0.0",0,0,"0.0",1,2,0,1,0,2,"2026-02-18 09:30:36.316509-06"
"0022500143","2025-26",1610612750,5,"-203497-1628978-1629675-1641740-1642265-","Gobert; DiVincenzo; Reid; Clark; Dillingham",1610612766,False,"2025-11-01","3.168333",7,9,3,6,"0.5",2,2,"1.0",1,2,"0.5",2,2,0,1,0,1,"2026-02-18 09:30:36.316509-06"
"0022500143","2025-26",1610612750,5,"-203944-1628978-1630183-1630538-1630545-","Randle; DiVincenzo; McDaniels; Hyland; Shannon Jr.",1610612766,False,"2025-11-01","2.933333",-7,5,2,4,"0.5",1,2,"0.5",0,0,"0.0",1,0,2,0,0,4,"2026-02-18 09:30:36.316509-06"
